"city","state","GEOID","holc_grade_pop"
"Council Bluffs","IA","19155031300",3.99849679705262
"Council Bluffs","IA","19155031602",
"Council Bluffs","IA","19155031700",2
"Council Bluffs","IA","19155031800",2
"Davenport","IA","19163011100",3.00793159632882
"Davenport","IA","19163011700",2.24760463799143
"Davenport","IA","19163012100",3
"Davenport","IA","19163013200",1.15133228796908
"Davenport","IA","19163013703",2
"Davenport","IA","19163011900",2.99780240193561
"Davenport","IA","19163012000",3
"Davenport","IA","19163012200",3.02943270662023
"Davenport","IA","19163012300",3.99448738346081
"Davenport","IA","19163012400",3.02718546758449
"Davenport","IA","19163012501",3
"Davenport","IA","19163012502",3.00730579510145
"Davenport","IA","19163012602",
"Davenport","IA","19163012701",3
"Davenport","IA","19163012702",2.46058379915767
"Davenport","IA","19163012802",2
"Davenport","IA","19163012902",2
"Davenport","IA","19163013000",2.00562758791559
"Davenport","IA","19163013100",1.44250715870291
"Davenport","IA","19163013300",
"Davenport","IA","19163013500",
"Davenport","IA","19163013600",
"Davenport","IA","19163010600",3.22373173902265
"Davenport","IA","19163010700",3.96808410071416
"Davenport","IA","19163010800",2.93198076068139
"Davenport","IA","19163010900",4
"Davenport","IA","19163011000",3.14696478283342
"Davenport","IA","19163011200",2.92412631530803
"Davenport","IA","19163011300",2.9921352810777
"Davenport","IA","19163011400",2.81876531099414
"Davenport","IA","19163011500",2.81808656576402
"Davenport","IA","19163011600",2.14285194396655
"Davenport","IA","19163011800",2.11124848103391
"Des Moines","IA","19153000101",3
"Des Moines","IA","19153000201",3.14169411873105
"Des Moines","IA","19153000500",2.33703264145113
"Des Moines","IA","19153000801",2.9494230909799
"Des Moines","IA","19153000902",1.17928228482082
"Des Moines","IA","19153001700",3.98670583568301
"Des Moines","IA","19153002800",1.18109591079067
"Des Moines","IA","19153003100",1.26814433682942
"Des Moines","IA","19153004004",2.79723064576345
"Des Moines","IA","19153004501",2.99641801270904
"Des Moines","IA","19153005200",3.43757014424404
"Des Moines","IA","19153010803",4
"Des Moines","IA","19153011600",
"Des Moines","IA","19153000102",3
"Des Moines","IA","19153000103",2.84373729721247
"Des Moines","IA","19153000202",3.14497729920305
"Des Moines","IA","19153000300",2.97089624170129
"Des Moines","IA","19153000400",2.38750816309072
"Des Moines","IA","19153000600",2.51312935803796
"Des Moines","IA","19153000701",2.76664877803037
"Des Moines","IA","19153000702",3.00449460160213
"Des Moines","IA","19153000703",1.55450361154823
"Des Moines","IA","19153000704",2.89795470797101
"Des Moines","IA","19153000802",1.49348001054438
"Des Moines","IA","19153000803",2.37997779499727
"Des Moines","IA","19153000901",2.98549839701293
"Des Moines","IA","19153001000",1.02891313276873
"Des Moines","IA","19153001100",2.28373270549167
"Des Moines","IA","19153010804",4
"Des Moines","IA","19153011001",
"Des Moines","IA","19153011028",3
"Des Moines","IA","19153011111",2
"Des Moines","IA","19153011201",
"Des Moines","IA","19153001200",2.75830102980148
"Des Moines","IA","19153001500",1.74519584961956
"Des Moines","IA","19153001800",3.80878217921379
"Des Moines","IA","19153001900",2.96098432676317
"Des Moines","IA","19153002100",3.28319862388788
"Des Moines","IA","19153002600",2.26403853147916
"Des Moines","IA","19153002700",3.59646094689542
"Des Moines","IA","19153002900",1.00175444675068
"Des Moines","IA","19153003001",1.45933779522916
"Des Moines","IA","19153003002",1.11085954045341
"Des Moines","IA","19153003200",1.14485304675589
"Des Moines","IA","19153003901",3.99714988955929
"Des Moines","IA","19153003902",3.21007246357972
"Des Moines","IA","19153004001",2.34129521414468
"Des Moines","IA","19153004100",1.84478066232317
"Des Moines","IA","19153004200",3.60180461405627
"Des Moines","IA","19153004300",2.77168951076829
"Des Moines","IA","19153004400",3.4548079571886
"Des Moines","IA","19153004502",1.07000926602163
"Des Moines","IA","19153004800",2.62466667243357
"Des Moines","IA","19153004900",3.50723907467506
"Des Moines","IA","19153005000",3.16442164192052
"Des Moines","IA","19153005100",4
"Des Moines","IA","19153005300",3.98482407811065
"Des Moines","IA","19153010408",
"Des Moines","IA","19153010409",
"Des Moines","IA","19153010500",1.91081353684812
"Des Moines","IA","19153010600",3
"Des Moines","IA","19153010802",3
"Dubuque","IA","19061000100",3.08939419321544
"Dubuque","IA","19061000600",2.15091000789047
"Dubuque","IA","19061001101",3
"Dubuque","IA","19061000300",2.42568814212723
"Dubuque","IA","19061000400",2.54435164199441
"Dubuque","IA","19061000500",2.25890424177434
"Dubuque","IA","19061000701",2.01992632417553
"Dubuque","IA","19061000702",1.39890317372193
"Dubuque","IA","19061000801",2.18924664029252
"Dubuque","IA","19061000802",1.92761900231369
"Dubuque","IA","19061000900",1.95992308515823
"Dubuque","IA","19061001102",2.86512415738698
"Dubuque","IA","19061001201",2.50444732230326
"Dubuque","IA","19061010103",3.71175802904807
"Sioux City","IA","19193000100",3.57016170576488
"Sioux City","IA","19193000600",3.00433929281319
"Sioux City","IA","19193002000",2.39377021775772
"Sioux City","IA","19193000500",3.1920692644805
"Sioux City","IA","19193000700",3.56409762584181
"Sioux City","IA","19193000800",2.54657121623243
"Sioux City","IA","19193000900",1.66901379664127
"Sioux City","IA","19193001000",1.00016674086426
"Sioux City","IA","19193001200",2.64947540916042
"Sioux City","IA","19193001300",1.55497727239304
"Sioux City","IA","19193001400",2.53375409545959
"Sioux City","IA","19193001500",3.16878302704949
"Sioux City","IA","19193001800",2.92652470003908
"Sioux City","IA","19193001900",2.56523001972206
"Sioux City","IA","19193002101",3.59800835075757
"Sioux City","IA","19193002102",3.85959234577872
"Sioux City","IA","19193003300",
"Sioux City","IA","19193003600",3.46692768528403
"Sioux City","IA","19193001100",2.47410440822537
"Sioux City","IA","19193000200",3.60211595828356
"Sioux City","IA","19193000300",3.01546862607013
"Sioux City","IA","19193000400",2.21433537844234
"Waterloo","IA","19013000200",1.96562733406723
"Waterloo","IA","19013000700",3.29914063810706
"Waterloo","IA","19013001100",1.8943979021575
"Waterloo","IA","19013001701",2.91817870381119
"Waterloo","IA","19013001702",3.40978285977307
"Waterloo","IA","19013002700",4
"Waterloo","IA","19013000100",4
"Waterloo","IA","19013000300",2.00222130038876
"Waterloo","IA","19013000400",3.29312541257185
"Waterloo","IA","19013000500",3.2721780521053
"Waterloo","IA","19013000800",3.09306262807668
"Waterloo","IA","19013000900",3.94599295449474
"Waterloo","IA","19013001000",2.52768874414437
"Waterloo","IA","19013001200",1.99608556442326
"Waterloo","IA","19013001301",
"Waterloo","IA","19013001302",
"Waterloo","IA","19013001400",1.17625426903449
"Waterloo","IA","19013001501",1
"Waterloo","IA","19013001502",4
"Waterloo","IA","19013001503",3.53574413461898
"Waterloo","IA","19013001600",3
"Waterloo","IA","19013001800",3.98824410893517
"Waterloo","IA","19013001900",2.24966016583606
"Waterloo","IA","19013002000",
"Aurora","IL","17089852805",3
"Aurora","IL","17089852806",
"Aurora","IL","17089852904",4
"Aurora","IL","17089853004",2.95716333508137
"Aurora","IL","17089853008",
"Aurora","IL","17089853500",4
"Aurora","IL","17089854200",2.2284073449548
"Aurora","IL","17089852807",
"Aurora","IL","17089852808",2
"Aurora","IL","17089852903",
"Aurora","IL","17089852905",2.74219505468099
"Aurora","IL","17089852906",3
"Aurora","IL","17089852907",3.99985502407451
"Aurora","IL","17089853001",
"Aurora","IL","17089853005",2
"Aurora","IL","17089853006",1.81333371191264
"Aurora","IL","17089853007",
"Aurora","IL","17089853100",3.65004065178557
"Aurora","IL","17089853200",2.99466165227844
"Aurora","IL","17089853300",3.69522391491804
"Aurora","IL","17089853400",3.99565974960554
"Aurora","IL","17089853600",3.39186907204035
"Aurora","IL","17089853900",1.90189713033566
"Aurora","IL","17089854001",3.71027786011984
"Aurora","IL","17089854002",3.86766213680381
"Aurora","IL","17089854100",3.62480227685659
"Aurora","IL","17089854301",2.86345051242136
"Aurora","IL","17089854302",2.9811948868507
"Aurora","IL","17089854400",3.99174519061384
"Aurora","IL","17089854700",3.96435845785946
"Chicago","IL","17031440300",2.48021795668438
"Chicago","IL","17031440600",3.0430110972808
"Chicago","IL","17031440700",2.99459421351367
"Chicago","IL","17031460200",4
"Chicago","IL","17031460600",4
"Chicago","IL","17031480100",3
"Chicago","IL","17031490300",3.97413889772383
"Chicago","IL","17031490700",3
"Chicago","IL","17031491200",2.1403473506269
"Chicago","IL","17031500200",4
"Chicago","IL","17031520200",4
"Chicago","IL","17031530100",3.96193980056601
"Chicago","IL","17031550200",4
"Chicago","IL","17031560400",3
"Chicago","IL","17031570100",3.95993491987756
"Chicago","IL","17031570400",3.0492815358811
"Chicago","IL","17031580300",4
"Chicago","IL","17031580600",3.10485368656157
"Chicago","IL","17031590600",4
"Chicago","IL","17031610400",4
"Chicago","IL","17031611000",4
"Chicago","IL","17031611400",3.99931053030197
"Chicago","IL","17031620100",
"Chicago","IL","17031630200",3.99958921111405
"Chicago","IL","17031630900",3
"Chicago","IL","17031640600",3
"Chicago","IL","17031650302",3
"Chicago","IL","17031660301",3
"Chicago","IL","17031660700",3
"Chicago","IL","17031670100",4
"Chicago","IL","17031670400",3
"Chicago","IL","17031670800",3.99882770756471
"Chicago","IL","17031671400",3
"Chicago","IL","17031010100",2.8751437366469
"Chicago","IL","17031010400",2.60226045302126
"Chicago","IL","17031010501",3
"Chicago","IL","17031010502",2.7446047293668
"Chicago","IL","17031010503",2
"Chicago","IL","17031020100",2.00191471664084
"Chicago","IL","17031020500",2
"Chicago","IL","17031020801",2
"Chicago","IL","17031030103",2.76244813239658
"Chicago","IL","17031030500",3
"Chicago","IL","17031030701",3
"Chicago","IL","17031031000",3
"Chicago","IL","17031031300",3
"Chicago","IL","17031031800",3
"Chicago","IL","17031040201",2.37845788105257
"Chicago","IL","17031040600",3
"Chicago","IL","17031050100",3
"Chicago","IL","17031050600",3
"Chicago","IL","17031050900",3
"Chicago","IL","17031051300",3
"Chicago","IL","17031060300",3
"Chicago","IL","17031061000",3
"Chicago","IL","17031061500",3
"Chicago","IL","17031062100",3
"Chicago","IL","17031062400",3
"Chicago","IL","17031062800",3
"Chicago","IL","17031070103",3
"Chicago","IL","17031070400",3.43413136058342
"Chicago","IL","17031071000",4
"Chicago","IL","17031071600",4
"Chicago","IL","17031071800",4
"Chicago","IL","17031080400",4
"Chicago","IL","17031081401",
"Chicago","IL","17031081700",4
"Chicago","IL","17031090300",2.04693867040582
"Chicago","IL","17031100600",3
"Chicago","IL","17031110501",3
"Chicago","IL","17031110502",3
"Chicago","IL","17031120100",1.04024328390774
"Chicago","IL","17031130300",2
"Chicago","IL","17031140301",3
"Chicago","IL","17031140500",3
"Chicago","IL","17031150300",2.56422285588429
"Chicago","IL","17031150502",3
"Chicago","IL","17031151100",3
"Chicago","IL","17031160300",3
"Chicago","IL","17031160700",3
"Chicago","IL","17031161100",3
"Chicago","IL","17031170800",3
"Chicago","IL","17031190100",2.01149113205897
"Chicago","IL","17031190402",2.35337171503086
"Chicago","IL","17031190701",2.99778890946448
"Chicago","IL","17031191000",3
"Chicago","IL","17031210400",3
"Chicago","IL","17031210601",3
"Chicago","IL","17031220300",3.80530051403266
"Chicago","IL","17031220701",3
"Chicago","IL","17031221000",3
"Chicago","IL","17031221400",3.95218782735346
"Chicago","IL","17031222500",3.9632778647724
"Chicago","IL","17031222900",3.00072641848289
"Chicago","IL","17031230300",3.9869481826602
"Chicago","IL","17031230800",3
"Chicago","IL","17031240200",4
"Chicago","IL","17031240700",4
"Chicago","IL","17031241200",4
"Chicago","IL","17031241600",4
"Chicago","IL","17031242400",3.30079818939294
"Chicago","IL","17031242900",4
"Chicago","IL","17031243400",4
"Chicago","IL","17031243500",4
"Chicago","IL","17031250200",3
"Chicago","IL","17031250300",3
"Chicago","IL","17031250800",3
"Chicago","IL","17031251600",3
"Chicago","IL","17031252000",3
"Chicago","IL","17031260100",3.22989634012123
"Chicago","IL","17031260300",3.06001472019447
"Chicago","IL","17031260800",3
"Chicago","IL","17031271300",3.0030267698036
"Chicago","IL","17031271800",4
"Chicago","IL","17031280900",4
"Chicago","IL","17031283100",4
"Chicago","IL","17031291600",3.88676547533618
"Chicago","IL","17031292500",3
"Chicago","IL","17031300900",3
"Chicago","IL","17031301701",3
"Chicago","IL","17031301803",3
"Chicago","IL","17031320400",4
"Chicago","IL","17031340300",4
"Chicago","IL","17031350400",4
"Chicago","IL","17031351400",4
"Chicago","IL","17031381500",4
"Chicago","IL","17031381900",4
"Chicago","IL","17031390300",3.51668149744586
"Chicago","IL","17031400400",4
"Chicago","IL","17031400800",4
"Chicago","IL","17031410600",3
"Chicago","IL","17031411200",3
"Chicago","IL","17031420300",3
"Chicago","IL","17031420800",3.99595385398282
"Chicago","IL","17031430200",2.35238364943306
"Chicago","IL","17031430800",2.04283225074855
"Chicago","IL","17031431301",3.00048042047568
"Chicago","IL","17031822200",3
"Chicago","IL","17031822301",3
"Chicago","IL","17031822302",3
"Chicago","IL","17031822500",3
"Chicago","IL","17031822802",4
"Chicago","IL","17031823302",4
"Chicago","IL","17031823604",
"Chicago","IL","17031823704",
"Chicago","IL","17031823805",
"Chicago","IL","17031824105",
"Chicago","IL","17031824702",3.98968139194703
"Chicago","IL","17031825700",4
"Chicago","IL","17031825900",3.64590681717782
"Chicago","IL","17031826301",
"Chicago","IL","17031826600",2.15456186894031
"Chicago","IL","17031826902",
"Chicago","IL","17031671500",3
"Chicago","IL","17031671600",3.99421564576841
"Chicago","IL","17031671800",4
"Chicago","IL","17031671900",4
"Chicago","IL","17031680500",4
"Chicago","IL","17031681100",4
"Chicago","IL","17031690400",3.00803571665481
"Chicago","IL","17031691300",3
"Chicago","IL","17031700301",4
"Chicago","IL","17031700402",4
"Chicago","IL","17031710300",2.99720420617289
"Chicago","IL","17031710600",2
"Chicago","IL","17031711000",3.69146789768125
"Chicago","IL","17031711500",3.00446582840069
"Chicago","IL","17031720400",2.03511741533634
"Chicago","IL","17031730300",2.62378210878759
"Chicago","IL","17031730700",4
"Chicago","IL","17031750100",3.94666843196938
"Chicago","IL","17031750600",3.90311087608524
"Chicago","IL","17031770901",3
"Chicago","IL","17031800800",1.99131231585063
"Chicago","IL","17031801400",2
"Chicago","IL","17031801607",
"Chicago","IL","17031801901",
"Chicago","IL","17031802100",2.48625418677732
"Chicago","IL","17031805202",
"Chicago","IL","17031805600",2.37560522864484
"Chicago","IL","17031805902",
"Chicago","IL","17031806201",
"Chicago","IL","17031806202",
"Chicago","IL","17031806801",2
"Chicago","IL","17031807100",
"Chicago","IL","17031808302",2.07444954185743
"Chicago","IL","17031809000",1.6228655745489
"Chicago","IL","17031809600",3.30974423013408
"Chicago","IL","17031810100",3
"Chicago","IL","17031810200",2.44433091600356
"Chicago","IL","17031810301",3
"Chicago","IL","17031810600",3
"Chicago","IL","17031811302",
"Chicago","IL","17031812302",2.87807101976424
"Chicago","IL","17031812801",3.03369485953954
"Chicago","IL","17031813200",3
"Chicago","IL","17031813600",3
"Chicago","IL","17031813802",3
"Chicago","IL","17031814400",3.53027385825951
"Chicago","IL","17031815000",2.51136895088953
"Chicago","IL","17031815800",2.45295535467423
"Chicago","IL","17031815900",4
"Chicago","IL","17031816402",3.37692331083502
"Chicago","IL","17031817600",2.99639293341601
"Chicago","IL","17031818402",
"Chicago","IL","17031818900",
"Chicago","IL","17031819400",3
"Chicago","IL","17031820300",3
"Chicago","IL","17031820605",
"Chicago","IL","17031820902",
"Chicago","IL","17031821401",4
"Chicago","IL","17031822000",4
"Chicago","IL","17031831300",3
"Chicago","IL","17031831900",3
"Chicago","IL","17031832300",4
"Chicago","IL","17031834400",3.0833367075082
"Chicago","IL","17031834800",4
"Chicago","IL","17031835200",3
"Chicago","IL","17031836000",4
"Chicago","IL","17031836500",4
"Chicago","IL","17031836900",3.46289064383217
"Chicago","IL","17031838000",4
"Chicago","IL","17031838600",4
"Chicago","IL","17031839500",4
"Chicago","IL","17031840100",4
"Chicago","IL","17031840400",4
"Chicago","IL","17031841300",4
"Chicago","IL","17031842000",4
"Chicago","IL","17031842800",3.13960589013108
"Chicago","IL","17031843300",4
"Chicago","IL","17031843800",3.99772342702676
"Chicago","IL","17031530600",3.98025782484272
"Chicago","IL","17031540101",4
"Chicago","IL","17031540102",4
"Chicago","IL","17031550100",4
"Chicago","IL","17031560100",4
"Chicago","IL","17031560200",
"Chicago","IL","17031560300",3.98775558559721
"Chicago","IL","17031560700",3.00173175036177
"Chicago","IL","17031560800",3.00069801053735
"Chicago","IL","17031560900",3
"Chicago","IL","17031561000",3
"Chicago","IL","17031561100",3
"Chicago","IL","17031570200",3.99452433037614
"Chicago","IL","17031570300",3.00046315442422
"Chicago","IL","17031570500",3
"Chicago","IL","17031580100",3.88896287607955
"Chicago","IL","17031580200",4
"Chicago","IL","17031580400",3
"Chicago","IL","17031580501",3.9539387640793
"Chicago","IL","17031580502",3.11975762196719
"Chicago","IL","17031580700",3
"Chicago","IL","17031580800",3.0004697386895
"Chicago","IL","17031590500",4
"Chicago","IL","17031590700",4
"Chicago","IL","17031600400",4
"Chicago","IL","17031600600",4
"Chicago","IL","17031600700",4
"Chicago","IL","17031600900",4
"Chicago","IL","17031440900",3.24154321684454
"Chicago","IL","17031450300",2.00098957284198
"Chicago","IL","17031460100",3.90319833065234
"Chicago","IL","17031460301",4
"Chicago","IL","17031460302",3.99790013286768
"Chicago","IL","17031460500",3.00727528317255
"Chicago","IL","17031460700",4
"Chicago","IL","17031461000",4
"Chicago","IL","17031470100",3.99068473413128
"Chicago","IL","17031480200",3
"Chicago","IL","17031480300",3.37620415948407
"Chicago","IL","17031480400",3.14688032564976
"Chicago","IL","17031480500",3
"Chicago","IL","17031490400",3.19749860662796
"Chicago","IL","17031490500",2.88444296628208
"Chicago","IL","17031490600",3
"Chicago","IL","17031490800",2.4572129239534
"Chicago","IL","17031490901",3
"Chicago","IL","17031490902",2.37008318494442
"Chicago","IL","17031491000",3
"Chicago","IL","17031491100",2.25832239520586
"Chicago","IL","17031491300",3
"Chicago","IL","17031491400",3.21672939742119
"Chicago","IL","17031500100",3.00526143593762
"Chicago","IL","17031500300",4
"Chicago","IL","17031510100",4
"Chicago","IL","17031510200",4
"Chicago","IL","17031510300",
"Chicago","IL","17031520100",3.99930024998753
"Chicago","IL","17031520300",3.92192807423631
"Chicago","IL","17031520400",3.40233162264927
"Chicago","IL","17031520500",3.00001692162375
"Chicago","IL","17031520600",3.61404418306349
"Chicago","IL","17031530200",3.20350316905403
"Chicago","IL","17031530300",4
"Chicago","IL","17031530400",4
"Chicago","IL","17031530501",3.37602895066581
"Chicago","IL","17031530503",3.81233816970424
"Chicago","IL","17031610300",4
"Chicago","IL","17031610800",4
"Chicago","IL","17031611100",4
"Chicago","IL","17031611200",3.99982213841366
"Chicago","IL","17031611300",3.99861589932725
"Chicago","IL","17031611500",3.99816004093699
"Chicago","IL","17031611600",3
"Chicago","IL","17031611700",3
"Chicago","IL","17031611900",3.00288195345402
"Chicago","IL","17031612000",3.00443050804208
"Chicago","IL","17031612100",3.01050243773491
"Chicago","IL","17031620200",3
"Chicago","IL","17031620300",3
"Chicago","IL","17031620400",3
"Chicago","IL","17031630100",3.97509304527874
"Chicago","IL","17031630300",3
"Chicago","IL","17031630400",3
"Chicago","IL","17031630500",3.00047937180673
"Chicago","IL","17031630800",3
"Chicago","IL","17031640100",3
"Chicago","IL","17031640300",3
"Chicago","IL","17031640400",
"Chicago","IL","17031640500",4
"Chicago","IL","17031640700",3
"Chicago","IL","17031640800",3
"Chicago","IL","17031650100",3
"Chicago","IL","17031650200",3
"Chicago","IL","17031650301",3
"Chicago","IL","17031650400",3.63685598140807
"Chicago","IL","17031650500",3.02662423230563
"Chicago","IL","17031660302",3
"Chicago","IL","17031660400",3
"Chicago","IL","17031660500",3
"Chicago","IL","17031660600",3
"Chicago","IL","17031660800",3
"Chicago","IL","17031660900",3
"Chicago","IL","17031661000",3.27341583306261
"Chicago","IL","17031661100",3.78203140448535
"Chicago","IL","17031670200",4
"Chicago","IL","17031670300",3.00649197037919
"Chicago","IL","17031670500",3
"Chicago","IL","17031670600",3
"Chicago","IL","17031670700",3.00001592934287
"Chicago","IL","17031670900",4
"Chicago","IL","17031671100",3.99599303843384
"Chicago","IL","17031671200",3
"Chicago","IL","17031671300",3
"Chicago","IL","17031060500",3
"Chicago","IL","17031060800",2.37775977845131
"Chicago","IL","17031060900",2.40523671413566
"Chicago","IL","17031061100",3
"Chicago","IL","17031061200",3
"Chicago","IL","17031061800",3
"Chicago","IL","17031061901",2.90380721364468
"Chicago","IL","17031061902",1.81529689949082
"Chicago","IL","17031062000",3
"Chicago","IL","17031062200",3
"Chicago","IL","17031062300",3
"Chicago","IL","17031062500",3
"Chicago","IL","17031062600",3
"Chicago","IL","17031062700",3
"Chicago","IL","17031062900",3
"Chicago","IL","17031063000",3
"Chicago","IL","17031063100",3
"Chicago","IL","17031063200",2.53360962421512
"Chicago","IL","17031063302",2.27175592971112
"Chicago","IL","17031063303",2
"Chicago","IL","17031063400",3
"Chicago","IL","17031070101",2.42976651683245
"Chicago","IL","17031070102",2.96379036684865
"Chicago","IL","17031070200",3.14225789882682
"Chicago","IL","17031070300",3.46697906252098
"Chicago","IL","17031070500",3.78282044118579
"Chicago","IL","17031070600",3.99251696918352
"Chicago","IL","17031070700",3.95516249605207
"Chicago","IL","17031071100",4
"Chicago","IL","17031071200",3.923866097438
"Chicago","IL","17031071300",3.9357961905093
"Chicago","IL","17031010201",2.55796505224776
"Chicago","IL","17031010202",3
"Chicago","IL","17031010300",2.86966706910877
"Chicago","IL","17031010600",2.92519624454851
"Chicago","IL","17031010701",2.99233164612077
"Chicago","IL","17031010702",3
"Chicago","IL","17031020200",2.00095245862064
"Chicago","IL","17031020301",2
"Chicago","IL","17031020302",2
"Chicago","IL","17031020400",2.23622098584403
"Chicago","IL","17031020601",2
"Chicago","IL","17031020602",2
"Chicago","IL","17031020701",2
"Chicago","IL","17031020702",2
"Chicago","IL","17031020802",2
"Chicago","IL","17031020901",2.98642043930892
"Chicago","IL","17031020902",2.99724203437711
"Chicago","IL","17031030101",2.67637517744342
"Chicago","IL","17031030102",2.67486127328549
"Chicago","IL","17031030104",2.8141811787236
"Chicago","IL","17031030200",2.98523079398609
"Chicago","IL","17031030300",3.02495199979862
"Chicago","IL","17031030400",3
"Chicago","IL","17031030601",2.71695470925939
"Chicago","IL","17031030603",3
"Chicago","IL","17031030604",2.87012928419567
"Chicago","IL","17031030702",3
"Chicago","IL","17031030703",3
"Chicago","IL","17031030706",2.99796242223931
"Chicago","IL","17031030800",3
"Chicago","IL","17031030900",3
"Chicago","IL","17031031100",3
"Chicago","IL","17031031200",3
"Chicago","IL","17031031400",2.91029802693131
"Chicago","IL","17031031501",3
"Chicago","IL","17031031502",3
"Chicago","IL","17031031700",3
"Chicago","IL","17031031900",3
"Chicago","IL","17031032100",3
"Chicago","IL","17031040100",2.99990478240119
"Chicago","IL","17031040202",2.1730496252456
"Chicago","IL","17031040300",2.00030252539458
"Chicago","IL","17031040401",3
"Chicago","IL","17031040402",3
"Chicago","IL","17031040700",2.990416820216
"Chicago","IL","17031040800",3
"Chicago","IL","17031040900",3
"Chicago","IL","17031050200",3
"Chicago","IL","17031050300",3
"Chicago","IL","17031050500",3
"Chicago","IL","17031050700",3
"Chicago","IL","17031050800",3
"Chicago","IL","17031051000",3
"Chicago","IL","17031051100",3
"Chicago","IL","17031051200",3
"Chicago","IL","17031051400",3
"Chicago","IL","17031060100",3
"Chicago","IL","17031060200",3
"Chicago","IL","17031060400",3
"Chicago","IL","17031190800",2.99988390192348
"Chicago","IL","17031190900",2.50085824422869
"Chicago","IL","17031191100",3.08166855707623
"Chicago","IL","17031191200",3
"Chicago","IL","17031191301",3.99469820456216
"Chicago","IL","17031191302",3.98291848445689
"Chicago","IL","17031200200",2.71712079007944
"Chicago","IL","17031200300",3
"Chicago","IL","17031200401",3
"Chicago","IL","17031200402",3
"Chicago","IL","17031210100",3.98595375876217
"Chicago","IL","17031210501",3
"Chicago","IL","17031210502",3
"Chicago","IL","17031210602",3
"Chicago","IL","17031210700",3.22673473826692
"Chicago","IL","17031210800",3.76767777008074
"Chicago","IL","17031210900",4
"Chicago","IL","17031220400",3.39486229398846
"Chicago","IL","17031220500",3.26690342434519
"Chicago","IL","17031220601",3
"Chicago","IL","17031220602",3
"Chicago","IL","17031220702",3
"Chicago","IL","17031220901",3
"Chicago","IL","17031220902",3
"Chicago","IL","17031221100",3
"Chicago","IL","17031221200",3
"Chicago","IL","17031221300",3
"Chicago","IL","17031221500",4
"Chicago","IL","17031221600",4
"Chicago","IL","17031222200",4
"Chicago","IL","17031222600",3.98056634629408
"Chicago","IL","17031071400",2.89844233437789
"Chicago","IL","17031071500",4
"Chicago","IL","17031071700",4
"Chicago","IL","17031080100",1.67891761399487
"Chicago","IL","17031080201",3.41824004710974
"Chicago","IL","17031080202",3.77767481221236
"Chicago","IL","17031080300",4
"Chicago","IL","17031081000",4
"Chicago","IL","17031081100",4
"Chicago","IL","17031081201",3.71334856988134
"Chicago","IL","17031081202",2.45786021081007
"Chicago","IL","17031081300",2
"Chicago","IL","17031081402",
"Chicago","IL","17031081403",
"Chicago","IL","17031081500",4
"Chicago","IL","17031081600",4
"Chicago","IL","17031081800",4
"Chicago","IL","17031081900",4
"Chicago","IL","17031090100",2
"Chicago","IL","17031090200",2.00874541056023
"Chicago","IL","17031100100",2.70961165191596
"Chicago","IL","17031100200",2.2648186896462
"Chicago","IL","17031100300",2.7367038226354
"Chicago","IL","17031100400",2.474106333156
"Chicago","IL","17031100500",3
"Chicago","IL","17031100700",3
"Chicago","IL","17031110100",2.81812666003399
"Chicago","IL","17031110200",3
"Chicago","IL","17031110300",3
"Chicago","IL","17031110400",3
"Chicago","IL","17031120200",1.12124675789751
"Chicago","IL","17031120300",1.35805742842179
"Chicago","IL","17031120400",2.68040323971595
"Chicago","IL","17031130100",2
"Chicago","IL","17031130200",1.80906122599469
"Chicago","IL","17031140100",2.99945819349931
"Chicago","IL","17031140200",2.98427286091267
"Chicago","IL","17031140302",2.53709923852985
"Chicago","IL","17031140400",3
"Chicago","IL","17031140601",3
"Chicago","IL","17031140602",3
"Chicago","IL","17031140701",3
"Chicago","IL","17031140702",3
"Chicago","IL","17031140800",2.70955091061508
"Chicago","IL","17031150200",2.99754385943865
"Chicago","IL","17031150401",3
"Chicago","IL","17031150402",2.99822962381193
"Chicago","IL","17031150501",3
"Chicago","IL","17031150600",3
"Chicago","IL","17031150700",3
"Chicago","IL","17031150800",3
"Chicago","IL","17031151001",3
"Chicago","IL","17031151002",3
"Chicago","IL","17031151200",2.89754434978538
"Chicago","IL","17031160100",3
"Chicago","IL","17031160200",3
"Chicago","IL","17031160400",3
"Chicago","IL","17031160501",3
"Chicago","IL","17031160502",3
"Chicago","IL","17031160601",2.99234483823125
"Chicago","IL","17031160602",3
"Chicago","IL","17031160800",3
"Chicago","IL","17031160900",2.75937859080219
"Chicago","IL","17031161000",2.99601556675566
"Chicago","IL","17031161200",3
"Chicago","IL","17031161300",3
"Chicago","IL","17031170100",3
"Chicago","IL","17031170300",3
"Chicago","IL","17031170400",3
"Chicago","IL","17031170500",3
"Chicago","IL","17031170600",3
"Chicago","IL","17031170700",3
"Chicago","IL","17031170900",3
"Chicago","IL","17031171000",2.87345681910273
"Chicago","IL","17031171100",2.99438509260947
"Chicago","IL","17031180100",2.99997356811393
"Chicago","IL","17031190200",2.97281901163321
"Chicago","IL","17031190300",2.00312385441957
"Chicago","IL","17031190401",2.37550919249604
"Chicago","IL","17031190601",2.98824992518229
"Chicago","IL","17031190602",2.99998236870064
"Chicago","IL","17031190702",3
"Chicago","IL","17031271400",3
"Chicago","IL","17031271500",3
"Chicago","IL","17031280100",4
"Chicago","IL","17031280400",4
"Chicago","IL","17031280800",4
